Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
།ད་ཤ་བ་ལ་བ་ལི་ནེ་ན་མསྶརྦྦ་,#རཱ,,#དཱ,,༄༅༅།།དཀོན་མཆོག་གསུམ་ལ་ཕྱག་འཚལ་ལོ།།སྟོབས་,K,,,,✓,,,,,p d 92.59%,p རཱ(178); d དཱ(29); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,1
སྟོབས་མངའ་ཐམས་ཅད་མཁྱེན་པ་སརྦྦ་ཐཱ་བཱངྨནཐྐཱ་ཡ་,#མེཥྛཱ་,,#མེཥྠཱ་,,བི་ཤེ་ཥེ་ཎ་ག་ཏྱུ་རྨི་མཱ་ལཱ་ཀུ་,K,,,,✓,,,,,p d 92.59%,p ; d ; ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,2
ག་བྲཱ་ཏ་ཡོ་གོ་གྲ་སཾ་སར་རཏྣཱ་ཀ་,#རཱནྟཱརྒ་,,#རཱནྡཱརྒ་,,ཏཱ་ཤེ་ཥ་སཾ་བཱ་ངྷ་ཀཱ་ར་ཀ་ཏཱ་རཱ་ཡ་,K,,,,✓,,,,,p d 92.59%,p ; d ; ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,3
སར་རཏྣཱ་ཀ་རཱནྡཱརྒ་ཏཱ་ཤེ་ཥ་སཾ་བཱ་ངྷ་,ཀཱ་རི་ཀ་,,#ཀཱ་ ར་ ཀ་,,ཏཱ་རཱ་ཡ་ནཻཀྱི་ལྟོ་འགྲོའི་བརྟུལ་ཞུགས་སྦྱོར་དྲག་,K,,,,✓,,,,,p d 92.59%,p ; d ; ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,4
རྨཱ་ར་ཛོ་ཏྲེ་ཛ་གངྡུཿཁ་ཛཱ་ལཱ་པ་ཧ་,#རྟྲེ་,,#རྟེ་,,བྷ་བ་གྲ་ནྠི་བྲེཏྟྲེ་ཀྲྀ་ཏ་ན་ཏྲ་པ་,K,,,,✓,,,,,p d 92.59%,p ; d རྟེ(3); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,5
ལཱ་པ་ཧ་རྟེ་བྷ་བ་གྲ་ནྠི་བྲེཏྟྲེ་ཀྲྀ་,#བྲེཏྟྲེ་ #ཀྲྀ་ #ཏཱ་,,ཏ་,,ན་ཏྲ་པ་ཀ་རྟྲེ་ཀུ་ཏ་ཐྐཱ་མ་ཧཱ་,K,,,,✓,,,,,p d 92.59%,p ; d ཏ(1094), ཏ་ན(121), ཀྲྀ་ཏ(126); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,6
ཀ་རྟྲེ་ཀུ་ཏ་ཐྐཱ་མ་ཧཱ་རྟྲེ་མཧཱ་རཱ་,#ཛཱ་,,ཛ་,,བཾའཁོར་བའི་རྒྱ་མཚོའི་ནང་སོན་གཅིག་ཏུ་སྒྲོལ་མཛད་,K,,,,✓,,,,,p d 92.59%,p ཛཱ(35), རཱ་ཛཱ(272); d ཛ(231), རཱ་ཛ(65); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,7
ཀླེ་ཤ་ཡ་ཀ་ནྡ་རྡ་ནཱ་རཱི་བི་ལཱ་,#སེེ་,,སེ་,,ར་ནཱ་ཀྛིཔྟ་ཅི་ཏྟཱ་ཡ་ཀ་རུ་ཎྱ་མཻ་,K,,,,✓,,,,,p d 92.59%,p སེེ(10); d སེ(128); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,8
ནཱ་ཀྛིཔྟ་ཅི་ཏྟཱ་ཡ་ཀ་རུ་ཎྱ་མཻ་ཏྼཱི་,#བྷཱུ་,,#བྷུ་,,ཛཱ་ལིངྒ་ཏི་ཤེ་ཋ་ས་ཏྭཱ་ཡ་ངྷཱི་རཱ་,K,,,,✓,,,,,p d 92.59%,p བྷཱུ(1); d བྷུ(2); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,9
ལྡན་ཞི་བའི་པྲ་མེ་ཡ་པྲ་བྷཱ་བཱ་ཡ་,#ཤཱནྠཏྨ་,,#ཤཱནྟཱཏྨ་,,ནེ་བལྒུ་བིསྤཤྚ་གམྦྷི་ར་དྷཱི་ར་སྭ་རཱ་ཡཱ་,K,,,,✓,,,,,p d 92.59%,p ; d ; ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,10
པྲ་མེ་ཡཱ་ཡ་ནིནྟཱ་པྲ་ཤཾ་སཱ་སྭ་ནུཏྶིཀྟ་,#ཙིཏྛ་,,#ཙིཏྟཱ་,,ཡ་བིཙྪིནྣ་སརྦྦཱ་པྲ་པ་པྲོ་ཏ་སེ་ཛནྨི་ནེ,K,,,,✓,,,,,p d 92.59%,p ; d ཙིཏྟཱ(6); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,11
མ་སྔོ་བསྣུམས་ཌྷ་ཀེ་ཤཱ་ཡ་སོཥྞཱི་ཥ་མུརྡྷྣེ་,#མྲི་ #གེནྟྲེ་,,#མྲྀ་ #གནྡྲེ་,,བྷ་བི་ཀྲཱནྟ་ཡཱ་ཏཱ་ཡ་ཏེ་ཛ་སྭི་ནེ་,K,,,,✓,,,,,p d 92.59%,p ; d ; ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,13
སྲཱརྫི་ཏོ་དཱ་ར་པུ་ཎྱོ་བྷ་སཾ་བྷཱ་ར་,#ནིརྫ་,,#ནིཪྫཱ་,,ཏ་སཽམྱཱདྡྷུ་ཏཱ་ཙིནྟྱ་རཱུ་པོརྫི་ཏ་དྭྱུཏྟ་ར་ཏིཾ་,K,,,,✓,,,,,p d 92.59%,p ནིརྫ(1); d ནིཪྫཱ(1); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,15
ནིཪྫཱ་ཏ་སཽམྱཱདྡྷུ་ཏཱ་ཙིནྟྱ་རཱུ་པོརྫི་ཏ་དྭྱུཏྟ་ར་,#ཏྲིཾ་,,#ཏིཾ་,,ཤ་དུཏྟཔྟ་སལླཀྵ་ཤཱི་ཏྱ་ནུ་བྱཉྫ་ནཱ་ལཾ་ཀྲྀ་,K,,,,✓,,,,,p d 92.59%,p ཏྲིཾ(1); d ཏིཾ(3); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,16
ནེ།།༢།།ཨ་དྷི་ག་ཏ་པ་ར་,#མཱརྠ་,,#མརྠ་,,དྷརྨཱ་ཏ་སརྦཱརྻ་དྷརྨེ་ཎ་སཾ་པྲྀཀྟ་ཙིཏྟཱ་ཡ་སམྱཀྶ་,K,,,,✓,,,,,p d 92.59%,p མཱརྠ(8); d མརྠ(1); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,18
དྷྭ་ཛོཙྪྭཱ་ཡི་ནེ་བ་ཏི་ཏཱ་ཛྙཱ་ན་སཱ་,#པཱ་,,#རཱ་,,པྲ་ཡེ་སྭརྠ་སུ་བྱཉྫ་ནཱ་ཁཎྜ་ནི་ཙྖི་དྲ་,K,,,,✓,,,,,p d 92.59%,p པཱ(4); d རཱ(178); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,19
་ལོ་ཀཱནྟ་རཱ་ལོ་ཀ་ཀྲྀདྦྱཱ་མ་སཱནྟྲ་པྲ་,#ཛྭཱ་,,#ཛཱ་,,ལི་ནེ་སྭཱ་མི་ནེ་བཱགྨི་ནེ་ཏྱཱ་གི་ནེ་,K,,,,✓,,,,,p d 92.59%,p ཛྭཱ(303); d ཛཱ(35); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,20
རབ་ཡངས་ཉེས་བཤད་འདོར་མཛད་ཏྲ་ཡཱ་ཁྱཱ་ཏི་,#ཀཱརྟི་,,#ཀཱིརྟི་,,པྲ་ཏཱ་ནཱ་ཡ་དུརྦྷཱ་ཋི་ཏ་ཏྱཱ་གི་ནེ་,K,,,,✓,,,,,p d 92.59%,p ཀཱརྟི(7); d ཀཱིརྟི(1); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,21
པྲ་ཏཱ་ནཱ་ཡ་དུརྦྷཱ་ཋི་ཏ་ཏྱཱ་གི་ནེ་,#པུཀྟ་,,#པཱུཀྟ་,,སཾ་སེ་བི་ནེ་ནི་རྨ་དཱ་ཡོ་པ་ཤཱནྟྲ་,K,,,,✓,,,,,p d 92.59%,p ; d ; ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,22
ཀ་སྠཻརྱ་ཡུཀྟཱརྞ་བཱ་གཱ་དྷ་གམྦྷཱི་ར་ཙིཏྟཱ་ཡ་,#པྲི་,,#པྲྀ་,,ཐྭཱི་བ་ད་གྲ་ཀྵ་མཱ་ཡ་ཀྵམཱ་བི་དི་,K,,,,✓,,,,,p d 92.59%,p པྲི(1); d པྲྀ(46); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,23
ལ་ནཱ་ལཾ་ས་མཱ་དྷི་སྥུ་རཏྐེ་ས་རཾ་,#དྷྱཱ་,,#དྷྱ་,,ན་བོ་དྷྱཾ་ག་ཀིཉྫལྐ་མཱཏྨ་པྲ་བྷ་བོ་དྷི་ཏཾ་,K,,,,✓,,,,,p d 92.59%,p དྷྱཱ(34); d དྷྱ(4); ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,24
ས་རཾ་དྷྱ་ན་བོ་དྷྱཾ་ག་ཀིཉྫལྐ་མཱཏྨ་པྲ་,#བྷཱ་བོ་,,#བྷ་བོ་,,དྷི་ཏཾ་ཀཱིརྟྟྲི་གནྡྷཱ་ནུ་ཥིཀྟཾ་བྷྲ་མཏྶཱ་དྷུ་བིད་,K,,,,✓,,,,,p d 92.59%,p ; d ; ,260_རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,25
