Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
བཞུགས་པར་གསོལ་འདེབས་དེ་ཉིད་རིག །འཇིག་རྟེན་,འདས་པ་,འདས་པ ར་,འདས་པ་,འདས་པ་,ཉིད་ཀྱི་ཕྱིར། །དེ་འདིར་གསོལ་འདེབས་མཆོག་ཏུ་,K,p,,,,,,,,c p=d=n 18.18%,c འདས་པར(1339); p འདས་པ(296), འཇིག་རྟེན་འདས་པ(64); d འདས་པ(296), འཇིག་རྟེན་འདས་པ(64); n འདས་པ(296), འཇིག་རྟེན་འདས་པ(64); ,D2461,8
གཙུག་ལག་ཁང་ཆེན་པོར་མཛད་པ་རྫོགས་སོ།།,།།_ པཎྜི་ཏ་ དེ་ཉིད་ དང་ ལོ་ཙཱ་བ་ ཤཱཀྱ་ བློ་གྲོས་ ཀྱིས་ བསྒྱུར་ རོ,,,།།_ པཎྜི་ཏ་ དེ་ཉིད་ དང་ ལོ་ཙཱ་བ་ ཤཱཀྱ་ བློ་གྲོས་ ཀྱིས་ བསྒྱུར་ རོ,,K,,,nw✘,,,,,,c=d p=n 81.82%,c (1), སོ(40406), །།_།_།(1); p ; d (1), སོ(40406), །།_།_།(1); n ; ,D2461,11
སྐད་དུ། ལོ་ཀ་ཨ་ཏི་ཏ་སཔྟ་ཀ་,#བི ་_།,#བི་ #དྷིཿ _།,#བི་ #དྷིཿ _།,#བི ་_།,བོད་སྐད་དུ། འཇིག་རྟེན་ལས་འདས་པའི་ཡན་,K,,,,✓,,,,,c=d p=n 81.82%,c ; p ; d ; n ; ,D2461,1
། །རྡོ་རྗེའི་མཆོད་པ་ཞེས་བརྗོད་དོ། །བཤགས་བྱ་,འཆགས་,འཆག་,འཆག་,འཆགས་,བྱེད་བཤགས་པ་རྣམས། །གང་ཚེ་རྣལ་འབྱོར་པས་,K,,,,,≠,,,,c=d p=n 81.82%,c འཆག(13); p འཆགས(21); d འཆག(13); n འཆགས(21); ,D2461,5
ཅིང་། །རྡོ་རྗེ་རྣལ་འབྱོར་མཉམ་པར་མཐོང་། །,བསྐུལ་,སྐུལ་,སྐུལ་,བསྐུལ་,བར་བྱེད་པའི་མཆོག་ཏུ་འདོད། །མྱ་ངན་འདས་,K,,,,,≠,,,,c=d p=n 81.82%,c སྐུལ(13), སྐུལ་བར(217), །_།སྐུལ(54); p བསྐུལ(158), བསྐུལ་བར(367), །_།བསྐུལ(97); d སྐུལ(13), སྐུལ་བར(217), །_།སྐུལ(54); n བསྐུལ(158), བསྐུལ་བར(367), །_།བསྐུལ(97); ,D2461,6
དུ་དཔག་མེད་པར། །དགེ་བ་ཐམས་ཅད་ཡོངས་,བསྔོས་,བསྔོ་,བསྔོ་,བསྔོས་,ན། །དེ་འདིར་བསྔོ་བ་དམ་པ་སྟེ། །,K,,,,,≠,,,,c=d p=n 81.82%,c བསྔོ(100); p བསྔོས(10), བསྔོས་ན(74); d བསྔོ(100); n བསྔོས(10), བསྔོས་ན(74); ,D2461,9
པ། །དེ་འདིར་སྔགས་པའི་ཕྱག་ཡིན་ཏེ། །,རྡོ་རྗེ་,རྡོ་རྗེ འི་,རྡོ་རྗེ འི་,རྡོ་རྗེ་,ཕྱག་ཅེས་བརྗོད་པ་ཡིན། །མཆོད་གནས་མཆོག་བྱེད་,K,,,,,,≡,,,c=d p=n 81.82%,c རྡོ་རྗེའི(5673), །_།རྡོ་རྗེའི(1087), རྡོ་རྗེའི་ཕྱག(245), །_།རྡོ་རྗེའི་ཕྱག(70); p རྡོ་རྗེ(204), །_།རྡོ་རྗེ(9763), རྡོ་རྗེ་ཕྱག(118), །_།རྡོ་རྗེ་ཕྱག(48); d རྡོ་རྗེའི(5673), །_།རྡོ་རྗེའི(1087), རྡོ་རྗེའི་ཕྱག(245), །_།རྡོ་རྗེའི་ཕྱག(70); n རྡོ་རྗེ(204), །_།རྡོ་རྗེ(9763), རྡོ་རྗེ་ཕྱག(118), །_།རྡོ་རྗེ་ཕྱག(48); ,D2461,2
། །རྡོ་རྗེའི་ཕྱག་ཅེས་བརྗོད་པ་ཡིན། །མཆོད་གནས་,མཆོད་,མཆོག་,མཆོག་,མཆོད་,བྱེད་མཆོད་པ་རྣམས། །གང་ཚེ་སྣ་ཚོགས་མི་,K,,,,,,≡,,,c=d p=n 81.82%,c མཆོག(3564), གནས་མཆོག(147); p མཆོད(795), མཆོད་བྱེད(160); d མཆོག(3564), གནས་མཆོག(147); n མཆོད(795), མཆོད་བྱེད(160); ,D2461,3
པ། །དེ་ཚེ་མཆོད་པ་ཆེན་པོ་སྟེ། །,རྡོ་རྗེ་,རྡོ་རྗེ འི་,རྡོ་རྗེ འི་,རྡོ་རྗེ་,མཆོད་པ་ཞེས་བརྗོད་དོ། །བཤགས་བྱ་འཆག་བྱེད་,K,,,,,,≡,,,c=d p=n 81.82%,c རྡོ་རྗེའི(5673), །_།རྡོ་རྗེའི(1087); p རྡོ་རྗེ(204), །_།རྡོ་རྗེ(9763); d རྡོ་རྗེའི(5673), །_།རྡོ་རྗེའི(1087); n རྡོ་རྗེ(204), །_།རྡོ་རྗེ(9763); ,D2461,4
དོན་གྱི་ཕྱིར། །བཞུགས་པར་གསོལ་འདེབས་དེ་ཉིད་,རིགས,རིག,རིག,རིགས, །འཇིག་རྟེན་འདས་པ་ཉིད་ཀྱི་ཕྱིར། །དེ་འདིར་,K,,,,,,≡,,,c=d p=n 81.82%,c རིག(265), རིག_།(264), དེ་ཉིད་རིག(41); p རིགས(336); d རིག(265), རིག_།(264), དེ་ཉིད་རིག(41); n རིགས(336); ,D2461,7
